"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"New York City to mandate Covid vaccinations for all private workers, de Blasio says. #covid19 #vaccine  https://t.co/cgPwJtY7h7",FALSE,0,NA,2021-12-06 16:11:03,FALSE,NA,"1467889333013205005",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","janniegramza",0,FALSE,FALSE,NA,NA
"RT @HubBucket: 🇺🇸 Everyone at @HubBucket is Fully #Vaccinated

✅ 1st #COVID19 #Vaccine Shot/Jab
✅ 2nd #COVID19 #Vaccine Shot/Jab
✅ #COVID19…",FALSE,0,NA,2021-12-06 16:11:02,FALSE,NA,"1467889326650441730",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HubBucket",1,TRUE,FALSE,NA,NA
"RT @DrToddWo: So proud of our @kidspluspgh team which has given 1st &amp; 2nd doses of #COVID19 #vaccine to ~1500 kids ages 5-11 yrs old!
This…",FALSE,0,NA,2021-12-06 16:10:54,FALSE,NA,"1467889295566553106",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","kidspluspgh",4,TRUE,FALSE,NA,NA
"RT @Sjopinion10: Medical emergency in the stands #WatChe 

Medical emergency in the stands Southampton v Leicester …

Significant Unexplain…",FALSE,0,NA,2021-12-06 16:10:51,FALSE,NA,"1467889283113660416",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BradHicks20",1412,TRUE,FALSE,NA,NA
"RT @ProsumerSoft: 🇺🇸 Everyone at @ProsumerSoft is Fully #Vaccinated

✅ 1st #COVID19 #Vaccine Shot/Jab
✅ 2nd #COVID19 #Vaccine Shot/Jab
✅ #C…",FALSE,0,NA,2021-12-06 16:10:45,FALSE,NA,"1467889255628386315",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HubBucket",2,TRUE,FALSE,NA,NA
"Early data from South Africa hints #Omicron #variant may cause less severe #Covid, but more research is needed… https://t.co/F88ljOxBQH",FALSE,0,NA,2021-12-06 16:09:45,TRUE,NA,"1467889004746059777",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","DNABARCODE",0,FALSE,FALSE,NA,NA
"RT @Rosenchild: 🇺🇸 All of my staff at @HubBucket Inc and @ProsumerSoft LLC are FULLY #Vaccinated 

✅ 1st #COVID19 #Vaccine Shot/Jab
✅ 2nd #…",FALSE,0,NA,2021-12-06 16:08:40,FALSE,NA,"1467888733672378373",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HubBucket",2,TRUE,FALSE,NA,NA
"Make sure you and your family members (6mos and older) get a flu #vaccine BEFORE gathering during the winter holida… https://t.co/6ZKm2kD7yl",FALSE,1,NA,2021-12-06 16:07:53,TRUE,NA,"1467888534065455110",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","immunizenjnow",0,FALSE,FALSE,NA,NA
"@VaccToken is one of the great project with a clear road map with experienced and successful team.I hope this proje… https://t.co/RwmnQE7Odw",FALSE,0,"VaccToken",2021-12-06 16:07:49,TRUE,NA,"1467888517145509891","1424492202294665220","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AbulBasharTuhin",0,FALSE,FALSE,NA,NA
"Please Rt. 

Has anyone traveler from EU to Pakistan with Saudia Airlines during covid times? #SaudiaAirlines… https://t.co/FNMgfTmaUX",FALSE,0,NA,2021-12-06 16:07:33,TRUE,NA,"1467888452763099136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LordMuneeb",0,FALSE,FALSE,NA,NA
"#NewYorkCity will require all private-sector workers be fully vaccinated against Covid-19, in what Mayor Bill de Bl… https://t.co/lvYwFJL8Hu",FALSE,0,NA,2021-12-06 16:06:53,TRUE,NA,"1467888284978368514",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","traderDanielle",0,FALSE,FALSE,NA,NA
"RT @JKDENTALORTHO: Computer made metal free crown at @JKDENTALORTHO , Ahmedabad.
Visit us for your one step dental solution. #Chandkheda #m…",FALSE,0,NA,2021-12-06 16:06:47,FALSE,NA,"1467888258700906497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","keval_r_patel",1,TRUE,FALSE,NA,NA
"RT @kaloyanides: I had the virus. I was fine.

How can anyone justify mandating I take the vaccine?

With the vaccine, I could still get an…",FALSE,0,NA,2021-12-06 16:06:03,FALSE,NA,"1467888074579402754",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daniel_san_dojo",1,TRUE,FALSE,NA,NA
"#uspoli #maga #covid19 NO #VACCINE &amp; DEATH by @Patbagley https://t.co/MXovvjwBBX #maga #kag #tcot",FALSE,0,NA,2021-12-06 16:05:57,FALSE,NA,"1467888048092303362",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","otiose94",0,FALSE,FALSE,NA,NA
"RT @dsigovza: Invitation 
💬First consultative forum on the mRNA vaccine technology transfer hub #vaccine #itspossible 
📅09 December 2021
🕑…",FALSE,0,NA,2021-12-06 16:05:54,FALSE,NA,"1467888034049839107",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PalesaAsantewa",3,TRUE,FALSE,NA,NA
"Computer made metal free crown at @JKDENTALORTHO , Ahmedabad.
Visit us for your one step dental solution.… https://t.co/wtBzdbmlU3",FALSE,1,NA,2021-12-06 16:05:47,TRUE,NA,"1467888005973086214",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JKDENTALORTHO",1,FALSE,FALSE,NA,NA
"RT @1ElectricMag: How far have you gone so far with the Covid Vaccines?

#vaccine #CovidVaccine #COVID19 #COVID19Vic",FALSE,0,NA,2021-12-06 16:05:39,FALSE,NA,"1467887971248521223",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1ElectricMag",1,TRUE,FALSE,NA,NA
"🇺🇸 Everyone at @HubBucket is Fully #Vaccinated

✅ 1st #COVID19 #Vaccine Shot/Jab
✅ 2nd #COVID19 #Vaccine Shot/Jab
✅… https://t.co/GSjSDegKuk",FALSE,1,NA,2021-12-06 16:05:33,TRUE,NA,"1467887946225303558",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HubBucket",1,FALSE,FALSE,NA,NA
"RT @NewsMedical: SARS-CoV-2 immune memory in mRNA vaccine recipients https://t.co/VQW3mLTGor @ScienceMagazine @PennMedicine @UNSW @ljiresea…",FALSE,0,NA,2021-12-06 16:05:04,FALSE,NA,"1467887825366532103",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Skatiq3",1,TRUE,FALSE,NA,NA
"Our next public #COVID19 mobile #vaccine clinic is Mon. Dec. 20 from 4-6 pm at Marie Blanchard Friendship Clinic at… https://t.co/cYHoS4MzTH",FALSE,0,NA,2021-12-06 16:05:03,TRUE,NA,"1467887822929604610",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","SaintAlsHealth",0,FALSE,FALSE,NA,NA
"RT @BostonReview: “We know exactly which substances are present in the #vaccine formulations, and we understand their properties and safety…",FALSE,0,NA,2021-12-06 16:05:02,FALSE,NA,"1467887817590296582",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DanBuk4",1,TRUE,FALSE,NA,NA
"RT @NewsMedical: @ScienceMagazine SARS-CoV-2 immune memory in mRNA vaccine recipients https://t.co/VQW3mLTGor @ScienceMagazine @PennMedicin…",FALSE,0,NA,2021-12-06 16:04:45,FALSE,NA,"1467887747583123470",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Skatiq3",1,TRUE,FALSE,NA,NA
"A History Lesson About Petty Tyrants &amp; #Vaccine Mandates  #covid19 https://t.co/APi1RlP9ip",FALSE,0,NA,2021-12-06 16:04:14,FALSE,NA,"1467887616074731520",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","alan_poirier",0,FALSE,FALSE,NA,NA
"RT @raphaels7: make no mistake, because @PGtzsche1 had the balls to openly criticize #psychiatry, #bigpharma and (the HPV) #vaccine, he was…",FALSE,0,NA,2021-12-06 16:04:12,FALSE,NA,"1467887608437084165",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NickdeCusa",1,TRUE,FALSE,NA,NA
"#dodge  (v): to evade a #responsibility  or duty especially by trickery or deceit. Eg: ""A #dentist  in #Italy  trie… https://t.co/4D19U3WSYk",FALSE,0,NA,2021-12-06 16:03:55,TRUE,NA,"1467887536601247748",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ACB_ILO_LANGUES",0,FALSE,FALSE,NA,NA
"NYC to impose vaccine mandate on private sector employers

#VACCINE

https://t.co/GVQ466XU5l",FALSE,0,NA,2021-12-06 16:03:53,FALSE,NA,"1467887529756172303",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">taypeinternational</a>","taypeinternat",0,FALSE,FALSE,NA,NA
"#Research reinforces previous #Research that #Lottery-based incentives do not increase Covid #Vaccination rates… https://t.co/AdwxVvIlNa",FALSE,0,NA,2021-12-06 16:03:40,TRUE,NA,"1467887473858691083",NA,"<a href=""http://www.miragenews.com"" rel=""nofollow"">Mirage News Posts</a>","MirageNewsCom",0,FALSE,FALSE,NA,NA
"RT @WorldVision: PRESS RELEASE 📢 World leaders MUST prioritise an immediate global #vaccination roll-out to avoid further #COVID19 mutant s…",FALSE,0,NA,2021-12-06 16:03:31,FALSE,NA,"1467887438215401479",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sarahpickwick",2,TRUE,FALSE,NA,NA
"RT @cint: https://t.co/c1SEviKkAw
#Dutch #covid19 December 6 #interactive #Dashboard

Positive #cases:+20965 (2.772.919)
In #Hospital, #RIV…",FALSE,0,NA,2021-12-06 16:02:56,FALSE,NA,"1467887289825116170",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","QuantBase",1,TRUE,FALSE,NA,NA
"https://t.co/c1SEviKkAw
#Dutch #covid19 December 6 #interactive #Dashboard

Positive #cases:+20965 (2.772.919)
In… https://t.co/FeytvW4Uhv",FALSE,1,NA,2021-12-06 16:02:34,TRUE,NA,"1467887199177920515",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cint",1,FALSE,FALSE,NA,NA
"#Saudi Arabia to allow entry for people vaccinated with Sputnik V from January 1

#SaudiArabia #vaccine https://t.co/Y0Lbku8sqi",FALSE,0,NA,2021-12-06 16:02:31,FALSE,NA,"1467887183273078791",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leadersmena",0,FALSE,FALSE,NA,NA
"Although routine childhood vaccination rates remain stable, racial and economic disparities continue, CDC says.… https://t.co/h0krbwIhoA",FALSE,0,NA,2021-12-06 16:02:25,TRUE,NA,"1467887159101300747",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","IDSE_Online",0,FALSE,FALSE,NA,NA
"Educate #patients about the safety of receiving the seasonal #influenza and #COVID-19 #vaccine at the same time.… https://t.co/SXuVhLRC5z",FALSE,0,NA,2021-12-06 16:02:08,TRUE,NA,"1467887087445753862",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Drug_Topics",0,FALSE,FALSE,NA,NA
"RT @terror_alarm: 🚨🇮🇱Just in: Israeli Ministry of Health announced on Sunday that it will soon approve the 4th #vaccine shot.

👉🏻All those…",FALSE,0,NA,2021-12-06 16:01:47,FALSE,NA,"1467887000153837570",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lastdayssigns",18,TRUE,FALSE,NA,NA
"A look at how family courts are treating the ""vaccine wars"": #Vaccine #CustodyDisputes #DivorcedParents #Divorce

https://t.co/UDxNj2TGXz",FALSE,0,NA,2021-12-06 16:01:37,FALSE,NA,"1467886959330832384",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","FieldsDennisLLP",0,FALSE,FALSE,NA,NA
"RT @NikkeiAsia: The Nikkei COVID-19 Recovery Index ranks more than 120 countries and regions on infection management, #vaccine rollouts and…",FALSE,0,NA,2021-12-06 16:01:37,FALSE,NA,"1467886956633735168",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MichaelQuejas",23,TRUE,FALSE,NA,NA
"@ScienceMagazine SARS-CoV-2 immune memory in mRNA vaccine recipients https://t.co/VQW3mLTGor @ScienceMagazine… https://t.co/39ca9MaR3A",FALSE,0,"ScienceMagazine",2021-12-06 16:01:37,TRUE,"1448721537373196293","1467886956302454794","32372834","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NewsMedical",1,FALSE,FALSE,NA,NA
"RT @iflynfeast: Follow us for all the latest updates.

#manishaadubey #iflynfeast #fiji #omicron #travel #foreign #traveler #vaccine https:…",FALSE,0,NA,2021-12-06 16:01:36,FALSE,NA,"1467886952766660611",NA,"<a href=""https://crazywanders.com/"" rel=""nofollow"">CrazyWanders Bot</a>","CrazyWanders",1,TRUE,FALSE,NA,NA
"HE GOT THE VACCINE!!! Because I trust the science &amp; the amazing health care providers behind it. #Canada #BC… https://t.co/XawoUT3fvU",FALSE,1,NA,2021-12-06 16:01:35,TRUE,NA,"1467886949633454086",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","psicsierra",0,FALSE,FALSE,NA,NA
"Simple, Low Cost Monitoring. EasyLog’s Ultra Low Temperature data loggers are designed for monitoring vaccines stor… https://t.co/ovY0f76np1",FALSE,0,NA,2021-12-06 16:01:24,TRUE,NA,"1467886904439980032",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LascarLog",0,FALSE,FALSE,NA,NA
"SARS-CoV-2 immune memory in mRNA vaccine recipients https://t.co/VQW3mLTGor @ScienceMagazine @PennMedicine @UNSW… https://t.co/5gzWOpY1ks",FALSE,0,NA,2021-12-06 16:00:57,TRUE,NA,"1467886791420260352",NA,"<a href=""http://www.news-medical.net/"" rel=""nofollow"">News Medical</a>","NewsMedical",1,FALSE,FALSE,NA,NA
"RT @Rosenchild: @DrTomFrieden 🇺🇸 Find a #Vaccine Site Near You!

🖥️  https://t.co/46XLEwWdOq

✅ Get FULLY #Vaccinated against:

✔️ #COVID19…",FALSE,0,NA,2021-12-06 16:00:57,FALSE,NA,"1467886789503463430",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HubBucket",2,TRUE,FALSE,NA,NA
"#CMS will not enforce the #COVID19 #vaccination requirement for #healthcare providers while existing #injunctions r… https://t.co/o1RXaAYJ4h",FALSE,0,NA,2021-12-06 16:00:52,TRUE,NA,"1467886768980697088",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WK_HealthLaw",0,FALSE,FALSE,NA,NA
"12/4/21: ""My Team Bullshit: Private Lives &amp; Public Health""

The costs of informational anarchy.… https://t.co/qsLLQdCABN",FALSE,0,NA,2021-12-06 16:00:46,TRUE,NA,"1467886745081499651",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","ETCPod",0,FALSE,FALSE,NA,NA
"#UFStartup Oragenics Inc. announces positive #COVID19 study results evaluating the immunogenicity &amp; impact of its S… https://t.co/8DFkN8bJaT",FALSE,0,NA,2021-12-06 16:00:36,TRUE,NA,"1467886702173769741",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","UFSidMartinBio",0,FALSE,FALSE,NA,NA
"“We know exactly which substances are present in the #vaccine formulations, and we understand their properties and… https://t.co/6Ejox09S0F",FALSE,0,NA,2021-12-06 16:00:23,TRUE,NA,"1467886646838403079",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","BostonReview",1,FALSE,FALSE,NA,NA
"Three Vaccine Conversations to have with Pregnant Patients Regularly via LA Times https://t.co/XkPPWvrwG7 #oped… https://t.co/QLz78zO1zK",FALSE,0,NA,2021-12-06 16:00:06,TRUE,NA,"1467886577342984199",NA,"<a href=""https://www.constantcontact.com/"" rel=""nofollow"">Constant Contact - Social Posts</a>","PeriFACTS",0,FALSE,FALSE,NA,NA
"Way more people #die of #drug use than #Covid in #San #Francisco. 
#Vaccine #mandates are clearly not about health…… https://t.co/CYksLUDSqz",FALSE,0,NA,2021-12-06 16:00:02,TRUE,NA,"1467886561140170753",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Billybeeswife",0,FALSE,FALSE,NA,NA
"🇺🇸💉⚕️

US experts optimistic vaccines will protect against Omicron variant https://t.co/iykoNWE60C via @abcnews… https://t.co/AkgA0OgYJ4",FALSE,0,NA,2021-12-06 16:00:01,TRUE,NA,"1467886554853134345",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","vubblePOP",0,FALSE,FALSE,NA,NA
"Follow us for all the latest updates.

#manishaadubey #iflynfeast #fiji #omicron #travel #foreign #traveler #vaccine https://t.co/Eb2x2jyJCs",FALSE,1,NA,2021-12-06 16:00:00,FALSE,NA,"1467886553095712773",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","iflynfeast",1,FALSE,FALSE,NA,NA
"RT @afloenews: The West Virginia Democrat released a statement declaring his opposition to President Biden's order requiring businesses wit…",FALSE,0,NA,2021-12-06 15:59:32,FALSE,NA,"1467886432790401024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","psanta33",1,TRUE,FALSE,NA,NA
"RT @yangaza209: In the absence of an effective #vaccine that protects humans from dengue,limiting contact between people and vectors is the…",FALSE,0,NA,2021-12-06 15:58:38,FALSE,NA,"1467886207719911425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WorldDengueDay",4,TRUE,FALSE,NA,NA
"#vaccine &amp;  #Omicron related stuff https://t.co/u8M8XVKitz",FALSE,0,NA,2021-12-06 15:58:37,FALSE,NA,"1467886205253697546",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TAGlobe",0,FALSE,FALSE,NA,NA
"RT @rose78787: @mattwridley 💥The COVID-19 are the tools,  the media are the manipulators and the evil politicians are the enforcers. They w…",FALSE,0,NA,2021-12-06 15:58:25,FALSE,NA,"1467886154661908487",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","robstonge1",1,TRUE,FALSE,NA,NA
"I had the virus. I was fine.

How can anyone justify mandating I take the vaccine?

With the vaccine, I could still… https://t.co/abZqz3fjlo",FALSE,3,NA,2021-12-06 15:58:14,TRUE,NA,"1467886105185898512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaloyanides",1,FALSE,FALSE,NA,NA
"@capiecanuck @LeonardRoxon the problem is that it's information people that don't want to hear! In the perfect worl… https://t.co/6L9BnNpAKc",FALSE,0,"capiecanuck",2021-12-06 15:57:43,TRUE,"1467678869134069760","1467885975573516292","1064928865","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jgsolutions",0,FALSE,FALSE,NA,NA
"N.B. The situation in South Korea!
#vaccines #Vaccine #Vaccination #MandatoryVaccination #VaccinePassport #COVID19… https://t.co/6VutmYah5h",FALSE,1,NA,2021-12-06 15:57:16,TRUE,NA,"1467885862163824645",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RaphaMichael",0,FALSE,FALSE,NA,NA
"@SharkawyMD I did the same thing - they said I didn't need a Band-Aid, I said, heck ya I do! Good for him for being… https://t.co/3tyM7w3nbT",FALSE,0,"SharkawyMD",2021-12-06 15:57:16,TRUE,"1467880164570841088","1467885862071451657","1010593116","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Cool2bCorgi",0,FALSE,FALSE,NA,NA
"RT @aiaht2002: It's happening...#pandemicofthevaccinated #PandemicofVaccinated 

#StopPaksaVaksin #vaccine",FALSE,0,NA,2021-12-06 15:57:14,FALSE,NA,"1467885854144307200",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MarieW95157300",3,TRUE,FALSE,NA,NA
"The Democrat party is failing Americans!! Vote them out!! #Senate #VaccineSideEffects #vaccine #VaccineMandate https://t.co/LqdEwSxUwJ",FALSE,0,NA,2021-12-06 15:56:48,FALSE,NA,"1467885745733918721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DonnaDoTVF",0,FALSE,FALSE,NA,NA
"#FullViewSABC @SABCNews 
#Vaccine #COVID19 

A white aborted baby fetus is part of the #CovidVax ingredients. 
Most… https://t.co/GD4QGGD7gT",FALSE,0,NA,2021-12-06 15:56:28,TRUE,NA,"1467885662565191689",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","only0787",0,FALSE,FALSE,NA,NA
"I guess the only positive thing about a #Vaccine #VaccineMandate is that the @MYANC will then lose the next general… https://t.co/SCh16OKBPy",FALSE,0,NA,2021-12-06 15:55:42,TRUE,NA,"1467885470092775434",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DbnCrypto",0,FALSE,FALSE,NA,NA
"RT @yangaza209: In the absence of an effective #vaccine that protects humans from dengue,limiting contact between people and vectors is the…",FALSE,0,NA,2021-12-06 15:55:26,FALSE,NA,"1467885403931873281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ISNTD_Press",4,TRUE,FALSE,NA,NA
"RT @CNBCTV18News: 'WHO’s SAGE committee to meet on Dec 16 to assess EUA for Serum's Covovax, dossiers being examined,' says WHO Chief Scien…",FALSE,0,NA,2021-12-06 15:55:25,FALSE,NA,"1467885399708250122",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Setants",16,TRUE,FALSE,NA,NA
"RT @Ruptly: Hundreds of protesters flooded the streets of #Belfast this Saturday, as the Northern Irish government introduces #vaccine pass…",FALSE,0,NA,2021-12-06 15:55:08,FALSE,NA,"1467885326500864005",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EngelhardtDeniz",13,TRUE,FALSE,NA,NA
"Parts of Ontario employer vaccine policy found unreasonable in arbitration https://t.co/LcGodfCm84 #Canada #EHS… https://t.co/yPz94IiHHe",FALSE,0,NA,2021-12-06 15:54:38,TRUE,NA,"1467885199312703490",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","STPub",0,FALSE,FALSE,NA,NA
"RT @conserv_tribune: As conservatives already know, getting on the left's 'Nice List' is nothing but a fool's errand anyway. #Bidenadminist…",FALSE,0,NA,2021-12-06 15:54:00,FALSE,NA,"1467885041829167109",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wolvesofamerica",2,TRUE,FALSE,NA,NA
"RT @NYCSeniors: Attention New Yorkers over 60!
Help us to stop RAMPAGE, the #coronavirus by giving the #vaccine another thought. Talk to a…",FALSE,0,NA,2021-12-06 15:53:52,FALSE,NA,"1467885006118961156",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","felixsarcona5",6,TRUE,FALSE,NA,NA
"RT @OMoucoulis: Don't forget this Saturday is our pop up vaccine clinic with our friends from @CommuniCareSA. See post below for more infor…",FALSE,0,NA,2021-12-06 15:53:44,FALSE,NA,"1467884972832968709",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nandoaguilar210",1,TRUE,FALSE,NA,NA
"RT @CNBCTV18News: 'WHO’s SAGE committee to meet on Dec 16 to assess EUA for Serum's Covovax, dossiers being examined,' says WHO Chief Scien…",FALSE,0,NA,2021-12-06 15:53:41,FALSE,NA,"1467884961944461313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emme_la",16,TRUE,FALSE,NA,NA
"#uspoli #covid19 @foxnews OKs #Vaccine TOO LATE  by @laloalcaraz https://t.co/KyfUxWUEdl #maga #kag #tcot",FALSE,0,NA,2021-12-06 15:53:07,FALSE,NA,"1467884818478219271",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","otiose94",0,FALSE,FALSE,NA,NA
"I'm proud to advocate for black and brown communities while being a part of the #VaxAMillion campaign to fight agai… https://t.co/yK5c7D6Z5S",FALSE,2,NA,2021-12-06 15:53:03,TRUE,NA,"1467884801113923594",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","drsuzet",0,FALSE,FALSE,NA,NA
"EU sources say no immediate plan for easing Omicron travel curbs on southern Africa #OmicronVirus #OmicronVariant… https://t.co/aukneyFeGZ",FALSE,0,NA,2021-12-06 15:53:02,TRUE,NA,"1467884799348064260",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kizito256",0,FALSE,FALSE,NA,NA
"RT @legionxgroup: 🚨#AustraliaHasFallen🚨 (Christine Anderson / EU-Parliament Member #Expose #NWO AGENDA) #ConspiracyTheories #corruption #De…",FALSE,0,NA,2021-12-06 15:52:56,FALSE,NA,"1467884774979080192",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","s3cp256k1",89,TRUE,FALSE,NA,NA
"RT @yangaza209: In the absence of an effective #vaccine that protects humans from dengue,limiting contact between people and vectors is the…",FALSE,0,NA,2021-12-06 15:52:30,FALSE,NA,"1467884663393988615",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TumainiMakole",4,TRUE,FALSE,NA,NA
"RT @OrangeCoFL: Here is the schedule for free COVID-19 Vaccinations in Orange County. 
💉 Pfizer, Moderna, J&amp;J available 
💉 Flu shots availa…",FALSE,0,NA,2021-12-06 15:51:55,FALSE,NA,"1467884515540492290",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CFXway",4,TRUE,FALSE,NA,NA
"RT @mcspocky: Anti-vaxxers hate Dr. Fauci because he uses actual facts &amp; science, unlike Faux Noise.
#VaccinesWork #Vaccine https://t.co/RG…",FALSE,0,NA,2021-12-06 15:51:54,FALSE,NA,"1467884514521202688",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BellaDonaModels",49,TRUE,FALSE,NA,NA
"RT @SpotlightNSP: The number includes #vaccine doses lost during the unrest in July 2021. @CovidSupportSA @saCOVID19mc @CovidCoalition @Rur…",FALSE,0,NA,2021-12-06 15:51:54,FALSE,NA,"1467884511115554821",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RuralDemocracy",2,TRUE,FALSE,NA,NA
